case-id	family	observed-stage	expected-stage	contract-comparison	disposition	oracle	gap-id	acceptance-gap	acceptance-cells	milestone-capability-group	milestone-positive-witness	open-obligation	witness	expected-json
catalog-math-acsc	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-acsc MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-add	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C01			O03	MECH_AUDIT_CASE=catalog-math-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-add-assign	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C14			O03	MECH_AUDIT_CASE=catalog-math-add-assign MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-add-assign-range	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C14			O03	MECH_AUDIT_CASE=catalog-math-add-assign-range MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-add-assign-range-all	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C14			O03	MECH_AUDIT_CASE=catalog-math-add-assign-range-all MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-asec	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-asec MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-asin	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-asin MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-asinh	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-asinh MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-atan	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-atan MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-atan2	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C07			O03	MECH_AUDIT_CASE=catalog-math-atan2 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-atanh	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-atanh MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-bessel-j0	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-bessel-j0 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-bessel-j1	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-bessel-j1 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-bessel-jn	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C07			O03	MECH_AUDIT_CASE=catalog-math-bessel-jn MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-bessel-y0	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-bessel-y0 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-bessel-y1	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-bessel-y1 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-bessel-yn	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C07			O03	MECH_AUDIT_CASE=catalog-math-bessel-yn MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-cbrt	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-cbrt MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-ceil	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-ceil MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-copysign	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C07			O03	MECH_AUDIT_CASE=catalog-math-copysign MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-cos	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-cos MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-cosh	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-cosh MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-cot	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-cot MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-csc	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-csc MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-div	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C01			O03	MECH_AUDIT_CASE=catalog-math-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-div-assign	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C14			O03	MECH_AUDIT_CASE=catalog-math-div-assign MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-div-assign-range	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C14			O03	MECH_AUDIT_CASE=catalog-math-div-assign-range MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-div-assign-range-all	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C14			O03	MECH_AUDIT_CASE=catalog-math-div-assign-range-all MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-erf	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-erf MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-erfc	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-erfc MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-fdim	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C07			O03	MECH_AUDIT_CASE=catalog-math-fdim MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-floor	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-floor MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-fmod	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C07			O03	MECH_AUDIT_CASE=catalog-math-fmod MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-lgamma	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-lgamma MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-log	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-log MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-log10	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-log10 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-log1p	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-log1p MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-log2	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-log2 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-mod	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C03			O03	MECH_AUDIT_CASE=catalog-math-mod MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-mul	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C01			O03	MECH_AUDIT_CASE=catalog-math-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-mul-assign-range	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C14			O03	MECH_AUDIT_CASE=catalog-math-mul-assign-range MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-mul-assign-range-all	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C14			O03	MECH_AUDIT_CASE=catalog-math-mul-assign-range-all MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-neg	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C04			O03	MECH_AUDIT_CASE=catalog-math-neg MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-nextafter	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C07			O03	MECH_AUDIT_CASE=catalog-math-nextafter MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-pow	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C02			O03	MECH_AUDIT_CASE=catalog-math-pow MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-remainder	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C07			O03	MECH_AUDIT_CASE=catalog-math-remainder MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-rint	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-rint MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-round	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-round MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-roundeven	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-roundeven MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-sec	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-sec MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-sin	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-sin MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-sinh	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-sinh MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-sqrt	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-sqrt MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-sub	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C01			O03	MECH_AUDIT_CASE=catalog-math-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-sub-assign	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C14			O03	MECH_AUDIT_CASE=catalog-math-sub-assign MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-sub-assign-range	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C14			O03	MECH_AUDIT_CASE=catalog-math-sub-assign-range MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-sub-assign-range-all	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C14			O03	MECH_AUDIT_CASE=catalog-math-sub-assign-range-all MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-tan	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-tan MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-tanh	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-tanh MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-tgamma	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-tgamma MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-trunc	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-trunc MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-matrix-comprehension	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C21			O03	MECH_AUDIT_CASE=catalog-matrix-comprehension MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-matrix-dot	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C17			O03	MECH_AUDIT_CASE=catalog-matrix-dot MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-matrix-horzcat	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C19			O03	MECH_AUDIT_CASE=catalog-matrix-horzcat MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-matrix-matmul	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C16			O03	MECH_AUDIT_CASE=catalog-matrix-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-matrix-solve	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C18			O03	MECH_AUDIT_CASE=catalog-matrix-solve MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-matrix-transpose	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C20			O03	MECH_AUDIT_CASE=catalog-matrix-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-matrix-vertcat	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C19			O03	MECH_AUDIT_CASE=catalog-matrix-vertcat MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-range-exclusive	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C15			O03	MECH_AUDIT_CASE=catalog-range-exclusive MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-range-exclusive-increment	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-range-exclusive-increment MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-range-inclusive	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C15			O03	MECH_AUDIT_CASE=catalog-range-inclusive MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-range-inclusive-increment	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-range-inclusive-increment MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-cartesian-product	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-set-cartesian-product MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-comprehension	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C22			O03	MECH_AUDIT_CASE=catalog-set-comprehension MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-define	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C23			O03	MECH_AUDIT_CASE=catalog-set-define MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-difference	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C26			O03	MECH_AUDIT_CASE=catalog-set-difference MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-disjoint	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C27			O03	MECH_AUDIT_CASE=catalog-set-disjoint MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-element-of	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-set-element-of MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-equals	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C27			O03	MECH_AUDIT_CASE=catalog-set-equals MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-insert	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C25			O03	MECH_AUDIT_CASE=catalog-set-insert MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-intersection	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C26			O03	MECH_AUDIT_CASE=catalog-set-intersection MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-not-element-of	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-set-not-element-of MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-not_equals	catalog	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=catalog-set-not_equals MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
catalog-set-powerset	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C29			O03	MECH_AUDIT_CASE=catalog-set-powerset MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-proper-superset	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-set-proper-superset MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-proper_subset	catalog	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=catalog-set-proper_subset MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
catalog-set-remove	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C25			O03	MECH_AUDIT_CASE=catalog-set-remove MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-size	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C30			O03	MECH_AUDIT_CASE=catalog-set-size MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-subset	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C27			O03	MECH_AUDIT_CASE=catalog-set-subset MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-superset	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C27			O03	MECH_AUDIT_CASE=catalog-set-superset MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-symmetric-difference	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-set-symmetric-difference MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-set-union	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C26			O03	MECH_AUDIT_CASE=catalog-set-union MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-stats-sum-column	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C31			O03	MECH_AUDIT_CASE=catalog-stats-sum-column MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-stats-sum-row	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C31			O03	MECH_AUDIT_CASE=catalog-stats-sum-row MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
