export	overload-id	declaration	qualification	acceptance
compare/neq	21	FunctionTypeOverload { id: 21, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Named(KindId(14)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Named(KindId(14)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }], constraints: [DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(3)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
compare/neq	22	FunctionTypeOverload { id: 22, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Named(KindId(15))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
compare/neq	23	FunctionTypeOverload { id: 23, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
compare/neq	24	FunctionTypeOverload { id: 24, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Parameter(KindParameterId(1))]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
compare/neq	25	FunctionTypeOverload { id: 25, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Parameter(KindParameterId(0)), Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
compare/neq	26	FunctionTypeOverload { id: 26, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(2)), Constant(1)] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
compare/neq	27	FunctionTypeOverload { id: 27, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Constant(1), Parameter(DimensionParameterId(2))] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(2))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
compare/neq	28	FunctionTypeOverload { id: 28, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(2)), Constant(1)] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
compare/neq	29	FunctionTypeOverload { id: 29, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Constant(1), Parameter(DimensionParameterId(2))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(2))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
compare/neq	30	FunctionTypeOverload { id: 30, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(3))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
compare/neq	31	FunctionTypeOverload { id: 31, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(3))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
set/subset	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Set { element: Parameter(KindParameterId(0)), cardinality: Parameter(DimensionParameterId(0)) }, Set { element: Parameter(KindParameterId(0)), cardinality: Parameter(DimensionParameterId(1)) }]), outputs: [Named(KindId(15))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Keyable }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/cot	0	FunctionTypeOverload { id: 0, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0))]), outputs: [Parameter(KindParameterId(0))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/cot	1	FunctionTypeOverload { id: 1, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/div-assign/range-all	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value, Value, MatrixAllSelection], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0)), Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Parameter(KindParameterId(0))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/div-assign/range-all	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value, Value, MatrixAllSelection], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/div-assign/range-all	2	FunctionTypeOverload { id: 2, input_layout: [Value, Value, Value, MatrixAllSelection], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }, Parameter(KindParameterId(1))]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/erf	0	FunctionTypeOverload { id: 0, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0))]), outputs: [Parameter(KindParameterId(0))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/erf	1	FunctionTypeOverload { id: 1, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/mod	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Parameter(KindParameterId(2))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, Satisfies { kind: Parameter(KindParameterId(0)), predicate: Integer }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Integer }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/mod	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, Satisfies { kind: Parameter(KindParameterId(0)), predicate: Integer }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Integer }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
