export	overload-id	acceptance-group	candidate-layout	predicate-domain	kind-domain	configured-target-domain	source-exposure	recipe-form	source-recipe-json	boundary-cells	reference-oracle	implementation-authority	discovery-command	acceptance-status
math/roundeven	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/roundeven(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-roundeven ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/roundeven	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/roundeven(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-roundeven ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sec	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/sec(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-sec ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sec	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/sec(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-sec ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sin	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/sin(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-sin ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sin	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/sin(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-sin ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sinh	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/sinh(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-sinh ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sinh	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/sinh(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-sinh ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sqrt	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/sqrt(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-sqrt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sqrt	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/sqrt(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-sqrt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub	0	C01	inputs: Fixed([K0, K1]), outputs: [K2]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/sub(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-sub ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub	1	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/sub(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-sub ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub	2	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K1]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/sub(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-sub ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub	3	C01	inputs: Fixed([K0, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/sub(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-sub ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub	4	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, 1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/sub(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-sub ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub	5	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [1, D2] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/sub(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-sub ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub	6	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D2, 1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/sub(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-sub ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub	7	C01	inputs: Fixed([Matrix { element: K0, dimensions: [1, D2] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/sub(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-sub ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub	8	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/sub(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-sub ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub	9	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D2, D3] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/sub(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-sub ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub-assign	0	C14	inputs: Fixed([K0, K0]), outputs: [K0]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na -= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-sub-assign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub-assign	1	C14	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K0]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na -= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-sub-assign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub-assign	2	C14	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K0, dimensions: [D2, D3] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na -= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-sub-assign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub-assign/range	0	C14	inputs: Fixed([K0, K0, K1]), outputs: [K0]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na[1] -= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-sub-assign-range ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub-assign/range	1	C14	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K0, K1]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na[1] -= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-sub-assign-range ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub-assign/range	2	C14	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K0, dimensions: [D2, D3] }, K1]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na[1] -= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-sub-assign-range ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub-assign/range-all	0	C14	inputs: Fixed([K0, K0, K1]), outputs: [K0]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na[1,:] -= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-sub-assign-range-all ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub-assign/range-all	1	C14	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K0, K1]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na[1,:] -= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-sub-assign-range-all ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/sub-assign/range-all	2	C14	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K0, dimensions: [D2, D3] }, K1]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na[1,:] -= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-sub-assign-range-all ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/tan	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/tan(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-tan ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/tan	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/tan(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-tan ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/tanh	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/tanh(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-tanh ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/tanh	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/tanh(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-tanh ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/tgamma	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/tgamma(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-tgamma ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/tgamma	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/tgamma(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-tgamma ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/trunc	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/trunc(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-trunc ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/trunc	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/trunc(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-trunc ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
matrix/comprehension	0	C21	inputs: Variadic { prefix: [], repeated: K0, min_repetitions: 0 }, outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	exact/template	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64,string,bool,id,index,atom; V-STRUCT	resident lexical bindings/yields currently Bool,Index,F64; missing families G06; composition G07/G08	Prelude	intrinsic-operator	"""answer := [x + 1 | x <- [1 2]]\nanswer\n"""	COMP;TURN;VISIBILITY	ordered generator/filter reference list; exact yielded schema and cardinality	scheme.rs:1463; comprehension.rs; resident/general control	MECH_AUDIT_CASE=catalog-matrix-comprehension ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
matrix/dot	0	C17	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [K2]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64; c32,c64,r64=target-rejection G02	Prelude	named-call	"""answer := matrix/dot([1 2], [3 4])\nanswer\n"""	DOT;PROMOTION;LAYOUT;TURN;VISIBILITY	sum over same-shape column-major paired entries; scalar result	scheme.rs matrix_dot,dynamic_matrix_dot; numeric.rs:4995,5004	MECH_AUDIT_CASE=catalog-matrix-dot ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
