id	grammar-name	module	rust-function	classification	feature-gate	entry-point	output-type	parent-rules	child-rules	selection-behavior	termination	whitespace	spec-location	conformance-cases	implementation-path	notes
mechdown.ul-subtitle	ul-subtitle	mechdown	ul_subtitle	production	always	parse	Subtitle	section	new-line,paragraph-newline,period,whitespace0	ordered-first-success	repetition stops on recoverable child failure; caller controls remainder	whitespace0,new-line; whitespace0/1 include newlines	not-located	MECHDOWN-UL-SUBTITLE	src/syntax/src/mechdown.rs::ul_subtitle	Constructs Subtitle; implementation-derived inventory entry.
mechdown.subtitle	subtitle	mechdown	subtitle	production	always	parse	Subtitle	mech-code,section-element	grammar-peek,left-parenthesis,paragraph-newline,right-parenthesis,whitespace0	ordered-first-success/peek-gated	separator-delimited repetition; caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:1535	MECHDOWN-SUBTITLE	src/syntax/src/mechdown.rs::subtitle	Constructs Subtitle; implementation-derived inventory entry.
mechdown.strong	strong	mechdown	strong	production	always	parse	ParagraphElement	none	paragraph-element,tuple	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1617	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::strong	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.emphasis	emphasis	mechdown	emphasis	production	always	parse	ParagraphElement	none	asterisk,paragraph-element	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1618	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::emphasis	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.strikethrough	strikethrough	mechdown	strikethrough	production	always	parse	ParagraphElement	none	paragraph-element,tilde	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1619	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::strikethrough	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.underline	underline	mechdown	underline	production	always	parse	ParagraphElement	none	paragraph-element,underscore	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1620	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::underline	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.highlight	highlight	mechdown	highlight	production	always	parse	ParagraphElement	none	highlight-sigil,paragraph-element	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1621	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::highlight	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.inline-code	inline-code	mechdown	inline_code	production	always	parse	ParagraphElement	none	grave,tuple	peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1622	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::inline_code	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.inline-equation	inline-equation	mechdown	inline_equation	production	always	parse	ParagraphElement	none	equation-sigil,tuple	ordered-first-success/peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1623	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::inline_equation	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.hyperlink	hyperlink	mechdown	hyperlink	production	always	parse	ParagraphElement	none	inline-paragraph,left-bracket,left-parenthesis,right-bracket,right-parenthesis,tuple	peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1624	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::hyperlink	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.raw-hyperlink	raw-hyperlink	mechdown	raw_hyperlink	production	always	parse	ParagraphElement	none	grammar-peek,tuple	peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1625	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::raw_hyperlink	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.option-map	option-map	mechdown	option_map	production	always	parse	OptionMap	none	whitespace0	none	repetition stops on recoverable child failure; caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:2027	IMAGE	src/syntax/src/mechdown.rs::option_map	Constructs OptionMap; implementation-derived inventory entry.
mechdown.option-mapping	option-mapping	mechdown	option_mapping	production	always	parse	(Identifier, MechString)	none	colon,identifier,option-value,whitespace0	none	optional component; caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:2028	IMAGE	src/syntax/src/mechdown.rs::option_mapping	Constructs (Identifier, MechString); implementation-derived inventory entry.
mechdown.option-value	option-value	mechdown	option_value	production	always	parse	MechString	option-mapping	identifier,string	manual-fallback	caller controls remainder	none directly; child rules may consume	not-located	IMAGE	src/syntax/src/mechdown.rs::option_value	Constructs MechString; implementation-derived inventory entry.
mechdown.img	img	mechdown	img	production	always	parse	Image	figure-item,section-element,title-front-matter	img-prefix,left-parenthesis,right-bracket,right-parenthesis,tuple	peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:2026	IMAGE	src/syntax/src/mechdown.rs::img	Constructs Image; implementation-derived inventory entry.
mechdown.figure-item	figure-item	mechdown	figure_item	production	always	parse	FigureItem	none	img	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:2016	FIGURES	src/syntax/src/mechdown.rs::figure_item	Constructs FigureItem; implementation-derived inventory entry.
mechdown.figures-row	figures-row	mechdown	figures_row	production	always	parse	Vec<FigureItem>	none	bar,tuple,whitespace0	none	repetition stops on recoverable child failure; caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:2014	FIGURES	src/syntax/src/mechdown.rs::figures_row	Constructs Vec<FigureItem>; implementation-derived inventory entry.
mechdown.figures	figures	mechdown	figures	production	always	parse	FigureTable	section-element,title-front-matter	none	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:2013	FIGURES	src/syntax/src/mechdown.rs::figures	Constructs FigureTable; implementation-derived inventory entry.
mechdown.paragraph-text	paragraph-text	mechdown	paragraph_text	production	always	parse	ParagraphElement	none	none	ordered-first-success/peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1609	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::paragraph_text	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.eval-inline-mech-code	eval-inline-mech-code	mechdown	eval_inline_mech_code	production	always	parse	ParagraphElement	none	expression,left-brace,right-brace,whitespace0	none	caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::eval_inline_mech_code	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.inline-mech-code	inline-mech-code	mechdown	inline_mech_code	production	always	parse	ParagraphElement	none	left-brace,mech-code-alt,right-brace,whitespace0	none	caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::inline_mech_code	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.footnote-reference	footnote-reference	mechdown	footnote_reference	production	always	parse	ParagraphElement	none	footnote-prefix,right-bracket,tuple	peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1674	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::footnote_reference	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.reference	reference	mechdown	reference	production	always	parse	ParagraphElement	none	left-bracket,right-bracket	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::reference	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.section-reference	section-reference	mechdown	section_reference	production	always	parse	ParagraphElement	none	section-sigil	ordered-first-success	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1677	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::section_reference	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.paragraph-element	paragraph-element	mechdown	paragraph_element	production	always	parse	ParagraphElement	emphasis,highlight,strikethrough,strong,underline	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1533	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::paragraph_element	Constructs ParagraphElement; implementation-derived inventory entry.
mechdown.inline-paragraph	inline-paragraph	mechdown	inline_paragraph	production	always	parse	Paragraph	comment,hyperlink,title-front-matter	grammar-peek	peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::inline_paragraph	Constructs Paragraph; implementation-derived inventory entry.
mechdown.paragraph	paragraph	mechdown	paragraph	production	always	parse	Paragraph	citation,paragraph-newline,section-element	grammar-peek	ordered-first-success/peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1534	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::paragraph	Constructs Paragraph; implementation-derived inventory entry.
mechdown.paragraph-newline	paragraph-newline	mechdown	paragraph_newline	production	always	parse	Paragraph	subtitle,ul-subtitle	new-line,paragraph	none	caller controls remainder	new-line	not-located	MECHDOWN-INLINE	src/syntax/src/mechdown.rs::paragraph_newline	Constructs Paragraph; implementation-derived inventory entry.
mechdown.ordered-list-item	ordered-list-item	mechdown	ordered_list_item	production	always	parse	(Number,Paragraph)	none	number,period	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1711	MECHDOWN-ORDERED	src/syntax/src/mechdown.rs::ordered_list_item	Constructs (Number,Paragraph); implementation-derived inventory entry.
mechdown.checked-item	checked-item	mechdown	checked_item	production	always	parse	(bool,Paragraph)	none	dash,left-bracket,right-bracket,tag	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/mechdown.rs::checked_item	Constructs (bool,Paragraph); implementation-derived inventory entry.
mechdown.unchecked-item	unchecked-item	mechdown	unchecked_item	production	always	parse	(bool,Paragraph)	none	dash,left-bracket,right-bracket,whitespace0	none	caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/mechdown.rs::unchecked_item	Constructs (bool,Paragraph); implementation-derived inventory entry.
mechdown.check-list-item	check-list-item	mechdown	check_list_item	production	always	parse	(bool,Paragraph)	check-list	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-CHECK	src/syntax/src/mechdown.rs::check_list_item	Constructs (bool,Paragraph); implementation-derived inventory entry.
mechdown.check-list	check-list	mechdown	check_list	production	always	parse	MDList	mechdown-list,sublist	check-list-item,sublist	peek-gated	manual loop with explicit delimiter or progress condition	none directly; child rules may consume	not-located	MECHDOWN-CHECK	src/syntax/src/mechdown.rs::check_list	Constructs MDList; implementation-derived inventory entry.
mechdown.unordered-list	unordered-list	mechdown	unordered_list	production	always	parse	MDList	mechdown-list,sublist	sublist,unordered-list-item	peek-gated	manual loop with explicit delimiter or progress condition	none directly; child rules may consume	docs/design/specification.mec:1709	MECHDOWN-UNORDERED	src/syntax/src/mechdown.rs::unordered_list	Constructs MDList; implementation-derived inventory entry.
mechdown.ordered-list	ordered-list	mechdown	ordered_list	production	always	parse	MDList	mechdown-list,sublist	sublist,tuple	peek-gated	manual loop with explicit delimiter or progress condition	none directly; child rules may consume	docs/design/specification.mec:1710	MECHDOWN-ORDERED	src/syntax/src/mechdown.rs::ordered_list	Constructs MDList; implementation-derived inventory entry.
mechdown.sublist	sublist	mechdown	sublist	production	always	parse	MDList	check-list,ordered-list,unordered-list	check-list,ordered-list,unordered-list	manual-fallback	caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-SUBLIST	src/syntax/src/mechdown.rs::sublist	Constructs MDList; implementation-derived inventory entry.
mechdown.mechdown-list	mechdown-list	mechdown	mechdown_list	production	always	parse	MDList	section-element	check-list,ordered-list,unordered-list	manual-fallback	caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-UNORDERED,MECHDOWN-ORDERED,MECHDOWN-CHECK,MECHDOWN-SUBLIST	src/syntax/src/mechdown.rs::mechdown_list	Constructs MDList; implementation-derived inventory entry.
mechdown.unordered-list-item	unordered-list-item	mechdown	unordered_list_item	production	always	parse	(Option<Token>,Paragraph)	unordered-list	dash,tuple	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-UNORDERED	src/syntax/src/mechdown.rs::unordered_list_item	Constructs (Option<Token>,Paragraph); implementation-derived inventory entry.
mechdown.codeblock-sigil	codeblock-sigil	mechdown	codeblock_sigil	terminal	always	parse	fn(ParseString) -> ParseResult<Token>	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1808	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/mechdown.rs::codeblock_sigil	Recognizes a terminal/operator form and returns fn(ParseString) -> ParseResult<Token>.
mechdown.code-block	code-block	mechdown	code_block	production	always	parse	SectionElement	none	mech-code,parse-grammar,tuple,whitespace0	peek-gated	repetition stops on recoverable child failure; caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:1797	CODE-FENCE	src/syntax/src/mechdown.rs::code_block	Constructs SectionElement; implementation-derived inventory entry.
mechdown.thematic-break	thematic-break	mechdown	thematic_break	production	always	parse	SectionElement	section-element	new-line	none	repetition stops on recoverable child failure; caller controls remainder	new-line	docs/design/specification.mec:1778	MECHDOWN-THEMATIC	src/syntax/src/mechdown.rs::thematic_break	Constructs SectionElement; implementation-derived inventory entry.
mechdown.footnote	footnote	mechdown	footnote	production	always	parse	Footnote	section-element	colon,footnote-prefix,right-bracket,tuple,whitespace0	peek-gated	repetition stops on recoverable child failure; caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:1673	FOOTNOTE	src/syntax/src/mechdown.rs::footnote	Constructs Footnote; implementation-derived inventory entry.
mechdown.prompt	prompt	mechdown	prompt	production	always	parse	SectionElement	none	prompt-sigil,section-element	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-PROMPT	src/syntax/src/mechdown.rs::prompt	Constructs SectionElement; implementation-derived inventory entry.
mechdown.blank-line	blank-line	mechdown	blank_line	production	always	parse	Vec<Token>	none	new-line	none	repetition stops on recoverable child failure; caller controls remainder	new-line	not-located	MIXED-DOCUMENT	src/syntax/src/mechdown.rs::blank_line	Constructs Vec<Token>; implementation-derived inventory entry.
mechdown.question-block	question-block	mechdown	question_block	production	always	parse	SectionElement	none	question-sigil	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-QUESTION	src/syntax/src/mechdown.rs::question_block	Constructs SectionElement; implementation-derived inventory entry.
mechdown.info-block	info-block	mechdown	info_block	production	always	parse	SectionElement	none	info-sigil	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-INFO	src/syntax/src/mechdown.rs::info_block	Constructs SectionElement; implementation-derived inventory entry.
mechdown.quote-block	quote-block	mechdown	quote_block	production	always	parse	SectionElement	none	grammar-peek,quote-sigil	peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-QUOTE	src/syntax/src/mechdown.rs::quote_block	Constructs SectionElement; implementation-derived inventory entry.
mechdown.warning-block	warning-block	mechdown	warning_block	production	always	parse	SectionElement	none	grammar-peek,warning-sigil	peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-WARNING	src/syntax/src/mechdown.rs::warning_block	Constructs SectionElement; implementation-derived inventory entry.
mechdown.success-block	success-block	mechdown	success_block	production	always	parse	SectionElement	none	grammar-peek	ordered-first-success/peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/mechdown.rs::success_block	Constructs SectionElement; implementation-derived inventory entry.
mechdown.error-block	error-block	mechdown	error_block	production	always	parse	SectionElement	none	grammar-peek	ordered-first-success/peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/mechdown.rs::error_block	Constructs SectionElement; implementation-derived inventory entry.
mechdown.idea-block	idea-block	mechdown	idea_block	production	always	parse	SectionElement	none	idea-sigil	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-IDEA	src/syntax/src/mechdown.rs::idea_block	Constructs SectionElement; implementation-derived inventory entry.
mechdown.abstract-el	abstract-el	mechdown	abstract_el	production	always	parse	SectionElement	none	abstract-sigil	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	MECHDOWN-ABSTRACT	src/syntax/src/mechdown.rs::abstract_el	Constructs SectionElement; implementation-derived inventory entry.
mechdown.equation	equation	mechdown	equation	production	always	parse	Token	section-element	equation-sigil	ordered-first-success	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1859	MECHDOWN-EQUATION	src/syntax/src/mechdown.rs::equation	Constructs Token; implementation-derived inventory entry.
mechdown.citation	citation	mechdown	citation	production	always	parse	Citation	section-element	colon,left-bracket,paragraph,right-bracket,whitespace0	none	repetition stops on recoverable child failure; caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:1676	CITATION	src/syntax/src/mechdown.rs::citation	Constructs Citation; implementation-derived inventory entry.
mechdown.float-sigil	float-sigil	mechdown	float_sigil	terminal	always	parse	FloatDirection	float	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/mechdown.rs::float_sigil	Recognizes a terminal/operator form and returns FloatDirection.
mechdown.float	float	mechdown	float	production	always	parse	(Box<SectionElement>,FloatDirection)	section-element	float-sigil,section-element	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	FLOAT	src/syntax/src/mechdown.rs::float	Constructs (Box<SectionElement>,FloatDirection); implementation-derived inventory entry.
mechdown.not-mech-code	not-mech-code	mechdown	not_mech_code	production	always	parse	()	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	MIXED-DOCUMENT	src/syntax/src/mechdown.rs::not_mech_code	Constructs (); implementation-derived inventory entry.
mechdown.section-element	section-element	mechdown	section_element	production	always	parse	SectionElement	float,prompt,section	citation,equation,figures,float,footnote,img,mechdown-list,mechdown-table,paragraph,subtitle,thematic-break	alt-best-longest-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1502	ALT-BEST-SECTION-ELEMENT,SECTION-ELEMENT-PROMPT,SECTION-ELEMENT-QUOTE,SECTION-ELEMENT-THEMATIC,SECTION-ELEMENT-EQUATION	src/syntax/src/mechdown.rs::section_element	Constructs SectionElement; implementation-derived inventory entry.
mechdown.section	section	mechdown	section	production	always	parse	Section	body,mika-section	mech-code,mika,mika-section-close,section-element,ul-subtitle	peek-gated	manual loop with explicit delimiter or progress condition	none directly; child rules may consume	docs/design/specification.mec:1519	SECTION-MECH,SECTION-PARAGRAPH	src/syntax/src/mechdown.rs::section	Constructs Section; implementation-derived inventory entry.
mechdown.body	body	mechdown	body	production	always	parse	Body	program	section,whitespace0	none	manual loop with explicit delimiter or progress condition	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:1501	MIXED-DOCUMENT	src/syntax/src/mechdown.rs::body	Constructs Body; implementation-derived inventory entry.
mika.mika-section	mika-section	mika	mika_section	production	mika	parse	MikaSection	none	section	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:2171	MIKA	src/syntax/src/mika.rs::mika_section	Constructs MikaSection; implementation-derived inventory entry. Compiled only with the mika feature.
mika.mika-arm-left	mika-arm-left	mika	mika_arm_left	production	mika	parse	MikaArm	micro-mika	tag	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:2187	MIKA-ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/mika.rs::mika_arm_left	Constructs MikaArm; implementation-derived inventory entry. Compiled only with the mika feature.
mika.mika-arm-right	mika-arm-right	mika	mika_arm_right	production	mika	parse	MikaArm	micro-mika	tag	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:2190	MIKA-ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/mika.rs::mika_arm_right	Constructs MikaArm; implementation-derived inventory entry. Compiled only with the mika feature.
mika.mika-eye-left	mika-eye-left	mika	mika_eye_left	production	mika	parse	MikaEyeLeft	mika-expression-inner	tag	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:2248	MIKA-ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/mika.rs::mika_eye_left	Constructs MikaEyeLeft; implementation-derived inventory entry. Compiled only with the mika feature.
mika.mika-eye-right	mika-eye-right	mika	mika_eye_right	production	mika	parse	MikaEyeRight	none	tag	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:2252	MIKA-ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/mika.rs::mika_eye_right	Constructs MikaEyeRight; implementation-derived inventory entry. Compiled only with the mika feature.
mika.mika-nose	mika-nose	mika	mika_nose	production	mika	parse	MikaNose	micro-mika,mika-expression-inner	tag	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:2197	MIKA-ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/mika.rs::mika_nose	Constructs MikaNose; implementation-derived inventory entry. Compiled only with the mika feature.
mika.mika-expression-inner	mika-expression-inner	mika	mika_expression_inner	production	mika	parse	MikaExpression	mini-mika	mika-eye-left,mika-nose,tag	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:2242	MIKA-EXPRESSION-INNER,MIKA-MINI	src/syntax/src/mika.rs::mika_expression_inner	Constructs MikaExpression; implementation-derived inventory entry. Compiled only with the mika feature.
mika.micro-mika	micro-mika	mika	micro_mika	production	mika	parse	Mika	none	mika-arm-left,mika-arm-right,mika-nose	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:2162	MIKA	src/syntax/src/mika.rs::micro_mika	Constructs Mika; implementation-derived inventory entry. Compiled only with the mika feature.
mika.mini-mika	mini-mika	mika	mini_mika	production	mika	parse	Mika	none	left-parenthesis,mika-expression-inner,right-parenthesis	none	optional component; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:2163	MIKA-MINI	src/syntax/src/mika.rs::mini_mika	Constructs Mika; implementation-derived inventory entry. Compiled only with the mika feature.
mika.mika	mika	mika	mika	production	mika	parse	(Mika,Option<MikaSection>)	section	whitespace0	ordered-first-success	optional component; caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:2160	MIKA	src/syntax/src/mika.rs::mika	Constructs (Mika,Option<MikaSection>); implementation-derived inventory entry. Compiled only with the mika feature.
grammar.grammar	grammar	grammar	grammar	root/production	always	public-root:grammar	Grammar	parse-grammar	new-line	none	one-or-more rules followed by required synthetic-or-source newline	new-line	docs/design/specification.mec:2350	GRAMMAR	src/syntax/src/grammar.rs::grammar	Constructs Grammar; implementation-derived inventory entry.
grammar.grammar-identifier	grammar-identifier	grammar	grammar_identifier	production	always	parse-grammar	GrammarIdentifier	grammar-definition,grammar-rule	alpha-token	ordered-first-success	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::grammar_identifier	Constructs GrammarIdentifier; implementation-derived inventory entry.
grammar.rule	grammar-rule	grammar	rule	production	always	parse-grammar	Rule	none	define-operator,grammar-expression,grammar-identifier,semicolon	none	caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::rule	Constructs Rule; implementation-derived inventory entry.
grammar.grammar-expression	grammar-expression	grammar	grammar_expression	production	always	parse-grammar	GrammarExpression	grammar-rule	grammar-term	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::grammar_expression	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.term	grammar-term	grammar	term	production	always	parse-grammar	GrammarExpression	grammar-expression	grammar-factor	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::term	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.definition	grammar-definition	grammar	definition	production	always	parse-grammar	GrammarExpression	none	grammar-identifier	none	caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::definition	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.repeat0	grammar-repeat0	grammar	repeat0	production	always	parse-grammar	GrammarExpression	none	asterisk,grammar-factor	none	caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::repeat0	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.repeat1	grammar-repeat1	grammar	repeat1	production	always	parse-grammar	GrammarExpression	none	grammar-factor,plus	none	caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::repeat1	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.optional	grammar-optional	grammar	optional	production	always	parse-grammar	GrammarExpression	none	grammar-factor,question	none	caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::optional	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.peek	grammar-peek	grammar	peek	production	always	parse-grammar	GrammarExpression	code-terminal,error-block,inline-paragraph,matrix,mech-code,paragraph,quote-block,raw-hyperlink,subtitle,success-block,warning-block	grammar-factor,right-angle	none	caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::peek	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.not	grammar-not	grammar	not	production	always	parse-grammar	GrammarExpression	none	grammar-factor,negate	none	caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::not	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.list	grammar-list	grammar	list	production	always	parse-grammar	GrammarExpression	none	comma,grammar-factor,left-bracket,right-bracket	none	caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::list	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.g-range	grammar-range	grammar	g_range	production	always	parse-grammar	GrammarExpression	none	grammar-terminal-token,tuple	none	caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::g_range	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.factor	grammar-factor	grammar	factor	production	always	parse-grammar	GrammarExpression	grammar-list,grammar-not,grammar-optional,grammar-peek,grammar-repeat0,grammar-repeat1,grammar-term	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::factor	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.group	grammar-group	grammar	group	production	always	parse-grammar	GrammarExpression	none	none	none	caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::group	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.terminal	grammar-terminal	grammar	terminal	production	always	parse-grammar	GrammarExpression	none	grammar-terminal-token	none	caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::terminal	Constructs GrammarExpression; implementation-derived inventory entry.
grammar.terminal-token	grammar-terminal-token	grammar	terminal_token	production	always	parse-grammar	Token	grammar-range,grammar-terminal	quote,tuple	peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	GRAMMAR	src/syntax/src/grammar.rs::terminal_token	Constructs Token; implementation-derived inventory entry.
